#Date;Calories;Carbs;Fat;Protein;Cholest;Sodium;Sugars;Fiber;Exercise;FB Cals;FB BMR?;Cin_Fact;TDEE Fact.;Cin/Cout;Cin/Cout (3 days);7 day CalD;7 day Carbs;7 day Weight;avail. Wt;Average;Dy Weight
Tue, 19-Aug-14;2,663;262;113;112;212;2,001;22;43;242;2,301;2,059;1.00;1.12;116%;;0.00;;;85.50;#DIV/0!;#N/A
Wed, 20-Aug-14;2,515;83;48;76;460;1,126;0;0;202;2,654;2,452;1.00;1.08;95%;;362.00;430.00;85.50;85.50;#DIV/0!;#N/A
Thu, 21-Aug-14;2,089;71;27;20;25;1,006;8;5;322;2,833;2,511;1.00;1.13;74%;93%;111.50;215.00;85.50;85.50;#DIV/0!;#N/A
Fri, 22-Aug-14;2,975;57;67;66;100;646;0;3;127;1,972;1,845;1.00;1.07;151%;102%;-173.67;160.00;85.50;85.50;#DIV/0!;#N/A
Sat, 23-Aug-14;3,824;233;151;93;33;1,621;52;63;943;3,370;2,427;1.00;1.39;113%;109%;120.50;127.50;85.50;83.40;83.40;83.40
Sun, 24-Aug-14;2,312;131;18;24;13;669;20;7;688;3,127;2,439;1.00;1.28;74%;108%;187.20;228.00;85.08;83.80;83.80;83.80
Mon, 25-Aug-14;2,394;138;39;45;442;1,646;4;9;411;2,857;2,446;1.00;1.17;84%;91%;20.17;201.67;84.87;83.80;#DIV/0!;#N/A
Tue, 26-Aug-14;2,752;138;40;51;229;756;39;23;668;3,118;2,450;1.00;1.27;88%;82%;-48.86;185.71;84.71;83.80;#DIV/0!;#N/A
Wed, 27-Aug-14;1,843;35;17;13;32;884;4;2;350;2,792;2,442;1.00;1.14;66%;80%;-152.86;157.14;84.47;83.80;#DIV/0!;#N/A
Thu, 28-Aug-14;2,176;99;27;43;50;1,607;1;6;703;3,137;2,434;1.00;1.29;69%;75%;-268.57;160.00;84.23;83.80;#DIV/0!;#N/A
Fri, 29-Aug-14;2,607;205;36;67;198;2,715;35;6;321;2,157;1,836;1.00;1.17;121%;82%;-299.57;161.43;83.99;83.80;#DIV/0!;#N/A
Sat, 30-Aug-14;2,623;160;30;35;359;1,473;6;14;853;3,284;2,431;1.00;1.35;80%;86%;-378.57;165.71;83.74;83.95;83.83;83.83
Sun, 31-Aug-14;1,614;52;11;32;76;703;15;5;407;2,839;2,432;1.00;1.17;57%;83%;-537.86;95.71;83.82;83.95;#DIV/0!;#N/A
Mon, 1-Sep-14;2,334;69;61;73;102;892;21;22;437;2,869;2,432;1.00;1.18;81%;73%;-596.43;92.86;83.84;83.95;#DIV/0!;#N/A
Tue, 2-Sep-14;2,367;77;48;90;171;1,611;18;6;405;2,828;2,423;1.00;1.17;84%;74%;-606.71;111.43;83.86;83.95;#DIV/0!;#N/A
Wed, 3-Sep-14;2,303;120;39;65;44;1,589;30;13;682;3,095;2,413;1.00;1.28;74%;80%;-620.29;87.14;83.89;83.95;#DIV/0!;#N/A
Thu, 4-Sep-14;2,177;75;21;63;82;1,586;3;7;595;3,004;2,409;1.00;1.25;72%;77%;-597.86;102.86;83.91;83.35;83.35;83.35
Fri, 5-Sep-14;2,822;159;54;80;528;1,983;4;4;565;2,973;2,408;1.00;1.23;95%;80%;-578.71;104.29;83.84;83.35;#DIV/0!;#N/A
Sat, 6-Sep-14;2,348;143;23;32;13;1,045;8;8;455;2,863;2,408;1.00;1.19;82%;83%;-664.57;101.43;83.78;83.25;83.25;83.25
Sun, 7-Sep-14;1,756;25;4;35;125;805;2;0;0;2,296;2,296;1.00;1.00;76%;85%;-643.71;92.86;83.68;83.60;83.60;83.60
Mon, 8-Sep-14;1,866;156;11;32;41;1,011;25;8;902;3,309;2,407;1.00;1.37;56%;71%;-545.86;85.71;83.63;83.60;#DIV/0!;#N/A
Tue, 9-Sep-14;2,421;162;38;48;23;3,633;27;16;640;3,052;2,412;1.00;1.27;79%;70%;-675.57;65.71;83.58;83.60;#DIV/0!;#N/A
Wed, 10-Sep-14;2,564;88;25;65;40;1,569;9;4;395;2,810;2,415;1.00;1.16;91%;75%;-699.86;80.00;83.53;83.45;83.45;83.45
Thu, 11-Sep-14;2,213;95;28;57;340;1,149;19;8;454;2,861;2,407;1.00;1.19;77%;83%;-621.86;67.14;83.46;83.20;83.20;83.20
Fri, 12-Sep-14;2,565;169;38;78;178;2,195;28;3;469;2,875;2,406;1.00;1.19;89%;86%;-596.29;68.57;83.44;83.20;#DIV/0!;#N/A
Sat, 13-Sep-14;2,498;70;55;100;237;770;22;5;206;2,612;2,406;1.00;1.09;96%;87%;-619.00;67.14;83.41;83.05;83.18;83.18
Sun, 14-Sep-14;2,888;184;45;88;322;2,767;32;14;581;2,982;2,401;1.00;1.24;97%;94%;-561.71;62.86;83.39;82.80;82.63;82.63
Mon, 15-Sep-14;2,119;115;30;39;424;797;4;3;804;3,201;2,397;1.00;1.34;66%;85%;-498.00;82.86;83.27;82.45;#DIV/0!;#N/A
Tue, 16-Sep-14;2,348;174;18;46;48;1,015;27;16;447;2,838;2,391;1.00;1.19;83%;82%;-446.43;75.71;83.11;82.45;82.05;82.05
Wed, 17-Sep-14;3,103;127;98;113;20;2,073;14;28;502;2,897;2,395;1.00;1.21;107%;85%;-426.29;75.71;82.94;82.05;#DIV/0!;#N/A
Thu, 18-Sep-14;2,391;284;14;50;144;1,697;19;10;339;2,735;2,396;1.00;1.14;87%;93%;-361.71;110.00;82.74;82.05;#DIV/0!;#N/A
Fri, 19-Sep-14;2,456;150;18;33;44;2,132;1;4;405;2,801;2,396;1.00;1.17;88%;94%;-318.29;112.86;82.58;82.35;82.35;82.35
Sat, 20-Sep-14;2,682;216;47;58;0;1,735;11;6;869;3,267;2,398;1.00;1.36;82%;86%;-323.29;114.29;82.46;82.85;82.85;82.85
Sun, 21-Sep-14;2,144;220;32;62;108;3,059;12;2;560;2,700;2,140;1.00;1.26;79%;83%;-390.57;115.71;82.43;82.55;82.55;82.55
Mon, 22-Sep-14;2,212;165;26;46;148;1,644;37;6;852;2,988;2,136;1.00;1.40;74%;79%;-456.57;98.57;82.39;82.55;#DIV/0!;#N/A
Tue, 23-Sep-14;2,035;44;8;50;188;1,641;11;2;713;2,848;2,135;1.00;1.33;71%;75%;-412.86;102.86;82.41;82.90;82.90;82.90
Wed, 24-Sep-14;2,312;142;46;79;23;2,723;5;13;122;2,257;2,135;1.00;1.06;102%;81%;-459.00;82.86;82.47;82.60;82.60;82.60
Thu, 25-Sep-14;2,178;93;36;42;56;2,540;18;4;661;2,796;2,135;1.00;1.31;78%;83%;-480.57;61.43;82.55;83.10;83.10;83.10
Fri, 26-Sep-14;2,483;222;31;94;39;1,811;27;20;682;2,814;2,132;1.00;1.32;88%;89%;-519.71;52.86;82.70;81.85;81.85;81.85
Sat, 27-Sep-14;3,022;236;85;117;236;1,451;41;22;718;2,849;2,131;1.00;1.34;106%;91%;-517.71;75.71;82.63;82.25;82.25;82.25
Sun, 28-Sep-14;2,642;205;25;84;54;2,343;11;7;891;3,022;2,131;1.00;1.42;87%;94%;-409.43;98.57;82.54;82.55;82.23;82.23
Mon, 29-Sep-14;2,316;292;26;73;192;2,979;28;9;838;2,969;2,131;1.00;1.39;78%;90%;-384.29;105.71;82.54;81.90;81.65;81.65
Tue, 30-Sep-14;2,511;249;18;54;39;1,220;14;10;855;2,983;2,128;1.00;1.40;84%;83%;-366.71;110.00;82.45;82.80;82.80;82.80
Wed, 1-Oct-14;2,573;249;17;53;197;2,821;24;9;1,011;3,137;2,126;1.00;1.48;82%;81%;-318.00;121.43;82.44;82.80;82.40;82.40
Thu, 2-Oct-14;2,839;224;44;40;68;1,407;33;9;884;3,011;2,127;1.00;1.42;94%;87%;-406.43;115.71;82.46;81.65;81.65;81.65
Fri, 3-Oct-14;3,004;230;41;46;111;2,013;16;16;644;2,769;2,125;1.00;1.30;108%;94%;-342.71;122.86;82.26;82.00;82.00;82.00
Sat, 4-Oct-14;2,572;213;23;58;88;1,477;14;4;597;2,723;2,126;1.00;1.28;94%;99%;-261.86;117.14;82.28;82.00;80.60;80.60
Sun, 5-Oct-14;2,940;319;22;99;31;1,919;29;25;864;2,988;2,124;1.00;1.41;98%;100%;-308.14;91.43;82.24;81.15;81.15;81.15
Mon, 6-Oct-14;2,111;290;19;67;80;2,850;11;18;712;2,836;2,124;1.00;1.34;74%;89%;-260.71;117.14;82.04;81.30;81.30;81.30
Tue, 7-Oct-14;2,755;345;19;56;245;1,812;19;29;756;2,880;2,124;1.00;1.36;96%;90%;-271.00;130.00;81.96;81.15;81.15;81.15
Wed, 8-Oct-14;2,296;266;15;56;40;1,961;12;12;938;3,058;2,120;1.00;1.44;75%;82%;-221.43;157.14;81.72;81.70;81.70;81.70
Thu, 9-Oct-14;2,364;182;12;48;39;1,459;8;2;814;2,933;2,119;1.00;1.38;81%;84%;-249.71;161.43;81.56;81.45;81.45;81.45
Fri, 10-Oct-14;2,535;250;43;56;258;2,087;12;12;803;2,921;2,118;1.00;1.38;87%;81%;-306.43;151.43;81.54;81.70;81.70;81.70
Sat, 11-Oct-14;2,035;117;26;43;36;1,528;13;4;756;2,874;2,118;1.00;1.36;71%;79%;-395.14;145.71;81.49;80.70;80.70;80.70
Sun, 12-Oct-14;2,361;243;17;52;8;2,262;5;12;905;3,019;2,114;1.00;1.43;78%;79%;-493.43;145.71;81.31;80.70;81.15;81.15
Mon, 13-Oct-14;2,217;237;8;41;112;2,241;18;8;1136;3,248;2,112;1.00;1.54;68%;72%;-580.57;127.14;81.24;81.15;#DIV/0!;#N/A
Tue, 14-Oct-14;2,425;187;31;65;160;2,607;20;9;905;3,017;2,112;1.00;1.43;80%;75%;-624.29;112.86;81.22;80.25;80.25;80.25
Wed, 15-Oct-14;2,931;198;57;110;228;1,527;36;11;859;2,968;2,109;1.00;1.41;99%;82%;-691.00;84.29;81.09;80.20;80.20;80.20
Thu, 16-Oct-14;2,304;223;22;81;161;3,055;16;13;860;2,968;2,108;1.00;1.41;78%;86%;-587.43;82.86;80.88;80.85;80.85;80.85
Fri, 17-Oct-14;2,474;284;22;52;88;3,350;11;6;856;2,965;2,109;1.00;1.41;83%;87%;-601.00;98.57;80.79;80.10;80.10;80.10
Sat, 18-Oct-14;2,553;257;25;41;64;2,480;21;9;1,266;3,373;2,107;1.00;1.60;76%;79%;-616.00;90.00;80.56;80.25;80.25;80.25
Sun, 19-Oct-14;2,315;235;15;35;6;1,205;28;12;799;2,906;2,107;1.00;1.38;80%;79%;-613.29;97.14;80.50;80.25;80.10;80.10
Mon, 20-Oct-14;2,663;185;32;52;16;2,007;21;8;710;2,817;2,107;1.00;1.34;95%;83%;-603.71;97.14;80.44;80.35;80.35;80.35
Tue, 21-Oct-14;2,427;249;34;73;16;2,918;12;13;792;2,899;2,107;1.00;1.38;84%;86%;-478.43;97.14;80.32;80.35;#DIV/0!;#N/A
Wed, 22-Oct-14;2,174;180;28;79;135;2,695;13;4;834;2,940;2,106;1.00;1.40;74%;84%;-461.29;102.86;80.34;81.00;81.00;81.00
Thu, 23-Oct-14;1,999;252;33;55;21;1,815;20;13;400;2,507;2,107;1.00;1.19;80%;79%;-565.43;92.86;80.45;81.30;81.23;81.23
Fri, 24-Oct-14;2,642;218;42;92;607;1,464;15;13;839;2,946;2,107;1.00;1.40;90%;81%;-543.14;92.86;80.51;80.20;80.20;80.20
Sat, 25-Oct-14;2,685;270;24;24;70;1,750;40;19;974;3,081;2,107;1.00;1.46;87%;86%;-516.43;102.86;80.53;79.85;79.85;79.85
Sun, 26-Oct-14;2,474;263;34;0;16;957;20;4;655;2,759;2,104;1.00;1.31;90%;89%;-455.86;117.14;80.47;79.85;79.55;79.55
Mon, 27-Oct-14;2,337;206;35;68;161;2,671;11;7;831;2,935;2,104;1.00;1.39;80%;85%;-412.14;105.71;80.41;79.55;79.55;79.55
Tue, 28-Oct-14;2,323;220;39;60;166;1,302;42;11;594;2,698;2,104;1.00;1.28;86%;85%;-475.57;104.29;80.30;79.95;79.95;79.95
Wed, 29-Oct-14;2,352;220;35;78;39;2,269;18;8;731;2,835;2,104;1.00;1.35;83%;83%;-461.71;101.43;80.24;79.85;79.85;79.85
Thu, 30-Oct-14;2,108;211;34;60;126;1,922;32;13;705;2,809;2,104;1.00;1.34;75%;81%;-421.29;107.14;80.08;80.90;80.90;80.90
Fri, 31-Oct-14;2,704;250;33;80;16;4,919;10;7;855;2,959;2,104;1.00;1.41;91%;83%;-448.86;107.14;80.02;80.40;80.28;80.28
Sat, 1-Nov-14;2,551;123;28;44;112;2,312;23;13;884;2,988;2,104;1.00;1.42;85%;84%;-441.86;98.57;80.05;80.60;80.60;80.60
Sun, 2-Nov-14;2,077;203;30;68;112;899;41;9;590;2,694;2,104;1.00;1.28;77%;85%;-447.71;90.00;80.16;80.85;80.85;80.85
Mon, 3-Nov-14;2,161;257;58;59;74;1,457;50;15;714;2,809;2,095;1.00;1.34;77%;80%;-495.14;97.14;80.30;80.70;80.70;80.70
Tue, 4-Nov-14;2,178;199;37;75;138;2,137;5;5;776;2,868;2,092;1.00;1.37;76%;77%;-502.29;108.57;80.46;80.10;80.10;80.10
Wed, 5-Nov-14;2,227;207;16;57;117;2,226;12;7;901;2,992;2,091;1.00;1.43;74%;76%;-547.29;100.00;80.49;78.55;78.55;78.55
Thu, 6-Nov-14;2,459;169;34;30;27;886;14;5;826;2,923;2,097;1.00;1.39;84%;78%;-587.57;98.57;80.30;78.70;78.70;78.70
Fri, 7-Nov-14;2,430;160;23;72;180;1,811;14;9;444;2,541;2,097;1.00;1.21;96%;84%;-553.71;87.14;79.99;79.65;79.65;79.65
Sat, 8-Nov-14;2,415;296;27;62;124;2,508;18;9;529;2,627;2,098;1.00;1.25;92%;90%;-533.14;90.00;79.88;79.10;79.10;79.10
Sun, 9-Nov-14;2,692;243;33;103;43;1,808;25;17;869;2,957;2,088;1.00;1.42;91%;93%;-501.00;84.29;79.66;79.60;79.60;79.60
Mon, 10-Nov-14;2,624;226;31;52;27;2,476;19;15;802;2,886;2,084;1.00;1.38;91%;91%;-450.71;95.71;79.49;78.90;78.90;78.90
Tue, 11-Nov-14;2,840;232;41;71;16;2,979;22;20;793;2,877;2,084;1.00;1.38;99%;94%;-395.57;95.71;79.23;78.70;78.70;78.70
Wed, 12-Nov-14;2,351;159;28;41;69;1,379;10;7;773;2,856;2,083;1.00;1.37;82%;91%;-302.29;117.14;79.03;78.75;78.75;78.75
Thu, 13-Nov-14;3,087;257;57;95;203;1,680;47;12;328;2,412;2,084;1.00;1.16;128%;102%;-265.14;117.14;79.06;78.85;78.85;78.85
Fri, 14-Nov-14;2,502;220;42;94;139;1,296;7;5;852;2,933;2,081;1.00;1.41;85%;97%;-102.43;127.14;79.08;79.85;79.85;79.85
Sat, 15-Nov-14;2,632;290;20;56;24;655;27;36;698;2,780;2,082;1.00;1.34;95%;101%;-148.14;121.43;79.11;79.05;79.05;79.05
Sun, 16-Nov-14;2,424;156;25;69;220;1,525;10;5;945;3,028;2,083;1.00;1.45;80%;86%;-139.00;160.00;79.10;77.95;77.95;77.95
Mon, 17-Nov-14;2,674;314;214;55;52;1,849;21;9;737;2,832;2,095;1.00;1.35;94%;89%;-187.43;142.86;78.86;79.25;79.25;79.25
Tue, 18-Nov-14;2,546;265;23;68;301;2,697;15;10;928;3,029;2,101;1.00;1.44;84%;86%;-172.57;134.29;78.91;79.65;79.65;79.65
Wed, 19-Nov-14;2,652;207;57;77;324;2,018;7;5;847;2,949;2,102;1.00;1.40;90%;89%;-236.29;120.00;79.05;79.30;79.30;79.30
Thu, 20-Nov-14;2,378;260;40;75;64;3,122;14;8;732;2,834;2,102;1.00;1.35;84%;86%;-206.57;117.14;79.13;79.40;79.40;79.40
Fri, 21-Nov-14;2,384;222;32;85;27;1,354;23;18;1,022;3,120;2,098;1.00;1.49;76%;83%;-368.14;111.43;79.21;78.80;78.80;78.80
Sat, 22-Nov-14;2,807;166;42;120;315;1,571;8;2;1,094;3,189;2,095;1.00;1.52;88%;83%;-411.71;130.00;79.06;78.90;78.90;78.90
Sun, 23-Nov-14;2,088;113;30;42;97;3,100;8;4;718;2,803;2,085;1.00;1.34;74%;80%;-445.14;81.43;79.04;78.10;78.10;78.10
Mon, 24-Nov-14;2,614;132;26;51;88;1,758;10;7;799;2,885;2,086;1.00;1.38;91%;85%;-461.00;80.00;79.06;78.45;78.45;78.45
Tue, 25-Nov-14;3,011;143;57;85;187;1,263;34;10;725;2,805;2,080;1.00;1.35;107%;91%;-477.14;77.14;78.94;79.00;79.00;79.00
Wed, 26-Nov-14;1,222;100;42;60;71;1,168;8;4;894;2,974;2,080;1.00;1.43;41%;79%;-378.71;77.14;78.85;78.85;78.85;78.85
Thu, 27-Nov-14;1,765;185;75;70;19;2,573;44;12;651;2,731;2,080;1.00;1.31;65%;70%;-586.57;75.71;78.79;78.85;#DIV/0!;#N/A
Fri, 28-Nov-14;1,513;152;59;72;0;1,338;14;7;479;2,559;2,080;1.00;1.23;59%;54%;-659.43;81.43;78.71;78.85;#DIV/0!;#N/A
Sat, 29-Nov-14;1,632;204;43;61;0;1,283;23;7;662;2,695;2,033;1.00;1.33;61%;61%;-703.71;65.71;78.71;78.85;#DIV/0!;#N/A
Sun, 30-Nov-14;1,358;161;31;38;0;2,470;23;0;548;2,628;2,080;1.00;1.26;52%;57%;-801.00;72.86;78.71;78.85;78.85;78.85
Mon, 1-Dec-14;1,854;185;68;63;0;2,433;14;7;414;2,494;2,080;1.00;1.20;74%;62%;-880.29;67.14;78.81;78.85;#DIV/0!;#N/A
Tue, 2-Dec-14;2,292;137;61;97;65;2,873;10;17;374;2,455;2,081;1.00;1.18;93%;73%;-933.00;67.14;78.87;78.85;#DIV/0!;#N/A
Wed, 3-Dec-14;2,099;83;62;56;0;1,550;14;14;458;2,488;2,030;1.00;1.23;84%;84%;-985.71;77.14;78.85;78.85;#DIV/0!;#N/A
Thu, 4-Dec-14;2,197;123;68;88;65;2,209;12;14;336;2,447;2,111;1.00;1.16;90%;89%;-791.00;91.43;78.85;78.85;#DIV/0!;#N/A
Fri, 5-Dec-14;2,326;120;79;77;50;2,150;26;19;401;2,481;2,080;1.00;1.19;94%;89%;-688.71;94.29;78.85;78.85;#DIV/0!;#N/A
Sat, 6-Dec-14;2,380;181;70;68;0;2,145;53;22;956;3,037;2,081;1.00;1.46;78%;87%;-561.43;111.43;78.85;78.85;78.20;78.20
Sun, 7-Dec-14;2,637;266;56;69;0;2,736;55;34;702;2,776;2,074;1.00;1.34;95%;89%;-503.43;132.86;78.85;78.20;#DIV/0!;#N/A
Mon, 8-Dec-14;2,828;211;90;79;35;2,304;49;21;359;2,433;2,074;1.00;1.17;116%;95%;-341.86;181.43;78.76;78.20;#DIV/0!;#N/A
Tue, 9-Dec-14;2,902;225;76;97;65;2,682;13;15;222;2,295;2,073;1.00;1.11;126%;112%;-194.00;201.43;78.66;78.20;#DIV/0!;#N/A
Wed, 10-Dec-14;2,803;201;98;81;0;2,489;16;14;204;2,277;2,073;1.00;1.10;123%;122%;-84.00;198.57;78.57;78.20;#DIV/0!;#N/A
Thu, 11-Dec-14;2,392;166;87;58;0;1,514;16;12;706;2,776;2,070;1.00;1.34;86%;110%;46.71;198.57;78.48;78.20;#DIV/0!;#N/A
Fri, 12-Dec-14;2,289;187;52;50;74;1,797;11;2;349;2,419;2,070;1.00;1.17;95%;100%;27.57;195.71;78.39;78.20;77.40;77.40
Sat, 13-Dec-14;3,027;127;48;122;307;2,426;20;9;666;2,728;2,062;1.00;1.32;111%;97%;31.14;171.43;78.29;76.75;76.75;76.75
Sun, 14-Dec-14;2,693;207;37;59;59;2,475;16;10;244;2,313;2,069;1.00;1.12;116%;107%;167.71;152.86;77.99;76.75;76.75;76.75
Mon, 15-Dec-14;2,925;265;58;62;16;1,958;23;11;1219;3,293;2,074;1.00;1.59;89%;104%;241.86;118.57;77.79;76.50;76.50;76.50
Tue, 16-Dec-14;3,543;288;35;80;117;3,444;21;14;743;2,817;2,074;1.00;1.36;126%;109%;132.86;104.29;77.54;76.50;#DIV/0!;#N/A
Wed, 17-Dec-14;2,563;92;35;59;97;1,663;10;7;833;2,907;2,074;1.00;1.40;88%;100%;149.86;102.86;77.30;76.80;76.80;76.80
Thu, 18-Dec-14;3,113;284;26;62;57;2,419;40;27;731;2,805;2,074;1.00;1.35;111%;108%;25.57;92.86;77.10;76.80;76.95;76.95
Fri, 19-Dec-14;2,449;207;39;70;137;2,237;13;14;931;3,007;2,076;1.00;1.45;81%;93%;124.43;114.29;76.90;77.70;77.70;77.70
Sat, 20-Dec-14;3,447;219;35;75;194;2,747;6;7;719;2,794;2,075;1.00;1.35;123%;105%;63.29;131.43;76.83;77.70;#DIV/0!;#N/A
Sun, 21-Dec-14;3,202;175;54;91;212;2,299;9;12;873;2,949;2,076;1.00;1.42;109%;104%;113.86;128.57;76.96;76.55;76.63;76.63
Mon, 22-Dec-14;4,110;269;55;82;161;2,558;31;14;936;3,013;2,077;1.00;1.45;136%;123%;95.71;131.43;76.94;76.55;#DIV/0!;#N/A
Tue, 23-Dec-14;3,107;159;29;60;141;555;12;15;567;2,642;2,075;1.00;1.27;118%;121%;305.00;135.71;76.94;77.05;77.05;77.05
Wed, 24-Dec-14;4,185;291;53;85;206;1,211;20;7;911;2,988;2,077;1.00;1.44;140%;132%;267.71;137.14;77.02;76.65;76.65;76.65
Thu, 25-Dec-14;3,706;247;49;79;280;2,039;10;8;555;2,628;2,073;1.00;1.27;141%;133%;487.86;137.14;77.00;76.45;76.45;76.45
Fri, 26-Dec-14;2,861;174;35;49;156;2,459;15;13;495;2,570;2,075;1.00;1.24;111%;131%;597.86;110.00;76.95;76.45;#DIV/0!;#N/A
Sat, 27-Dec-14;3,297;261;49;57;69;1,581;16;10;543;2,616;2,073;1.00;1.26;126%;126%;719.14;108.57;76.77;77.65;77.65;77.65
Sun, 28-Dec-14;3,084;247;54;70;127;3,143;8;6;703;2,765;2,062;1.00;1.34;112%;116%;723.14;112.86;76.76;75.90;75.90;75.90
Mon, 29-Dec-14;2,654;214;18;78;96;1,795;12;7;671;2,729;2,058;1.00;1.33;97%;111%;732.57;104.29;76.67;76.40;76.40;76.40
Tue, 30-Dec-14;3,472;319;36;54;44;2,775;38;7;871;2,927;2,056;1.00;1.42;119%;109%;565.14;94.29;76.65;76.20;76.20;76.20
Wed, 31-Dec-14;3,367;240;71;99;16;2,142;22;9;1,037;3,093;2,056;1.00;1.50;109%;109%;576.57;82.86;76.53;76.80;76.80;76.80
Thu, 1-Jan-15;2,806;205;22;42;9;1,669;14;11;509;2,565;2,056;1.00;1.25;109%;112%;444.71;85.71;76.55;77.35;77.25;77.25
Fri, 2-Jan-15;3,971;497;50;83;66;2,363;18;40;721;2,776;2,055;1.00;1.35;143%;120%;325.14;90.00;76.68;76.85;76.85;76.85
Sat, 3-Jan-15;3,136;218;46;86;471;1,959;18;4;717;2,947;2,230;1.00;1.32;106%;120%;454.29;128.57;76.74;77.30;77.30;77.30
Sun, 4-Jan-15;2,925;194;55;75;199;2,393;8;2;903;2,961;2,058;1.00;1.44;99%;116%;384.00;120.00;76.69;76.60;76.60;76.60
Mon, 5-Jan-15;2,733;143;42;60;123;1,330;9;10;947;3,001;2,054;1.00;1.46;91%;99%;333.29;114.29;76.79;76.20;76.20;76.20
Tue, 6-Jan-15;2,471;76;46;50;253;2,734;6;5;685;2,740;2,055;1.00;1.33;90%;93%;305.71;118.57;76.76;76.05;76.05;76.05
Wed, 7-Jan-15;3,428;215;56;93;244;1,740;21;6;646;2,701;2,055;1.00;1.31;127%;102%;189.43;115.71;76.74;76.55;76.55;76.55
Thu, 8-Jan-15;2,882;213;52;85;232;2,363;10;5;632;2,687;2,055;1.00;1.31;107%;108%;254.14;111.43;76.70;76.45;76.45;76.45
Fri, 9-Jan-15;2,738;182;50;66;31;1,974;9;7;639;2,694;2,055;1.00;1.31;102%;112%;247.57;102.86;76.57;76.95;76.95;76.95
Sat, 10-Jan-15;3,421;122;54;78;139;1,439;12;17;671;2,719;2,048;1.00;1.33;126%;112%;83.14;55.71;76.59;75.65;75.65;75.65
Sun, 11-Jan-15;2,593;95;31;51;215;2,673;6;20;476;2,524;2,048;1.00;1.23;103%;110%;156.43;74.29;76.35;75.65;76.00;76.00
Mon, 12-Jan-15;1,303;135;32;48;114;1,370;8;7;801;2,854;2,053;1.00;1.39;46%;90%;171.43;100.00;76.21;76.05;76.05;76.05
Tue, 13-Jan-15;2,283;198;72;72;86;2,892;43;14;580;2,633;2,053;1.00;1.28;87%;77%;-11.86;95.71;76.19;76.05;#DIV/0!;#N/A
Wed, 14-Jan-15;1,974;175;80;71;80;2,229;13;10;405;2,458;2,053;1.00;1.20;80%;70%;-23.43;108.57;76.19;76.05;#DIV/0!;#N/A
Thu, 15-Jan-15;2,359;155;72;93;83;2,548;27;10;348;2,400;2,052;1.00;1.17;98%;88%;-196.43;114.29;76.12;76.05;#DIV/0!;#N/A
Fri, 16-Jan-15;2,850;167;75;107;143;3,979;16;10;227;2,280;2,053;1.00;1.11;125%;101%;-230.14;121.43;76.06;76.05;#DIV/0!;#N/A
Sat, 17-Jan-15;2,493;192;61;86;0;4,363;19;15;821;2,873;2,052;1.00;1.40;87%;102%;-155.00;125.71;75.94;78.60;78.60;78.60
Sun, 18-Jan-15;2,581;168;55;69;0;2,660;15;17;510;2,563;2,053;1.00;1.25;101%;103%;-309.57;122.86;76.36;78.60;79.20;79.20
Mon, 19-Jan-15;2,530;162;56;78;84;2,679;20;12;219;2,272;2,053;1.00;1.11;111%;99%;-316.86;118.57;76.78;79.20;77.00;77.00
Tue, 20-Jan-15;2,451;178;64;79;32;2,590;26;12;359;2,412;2,053;1.00;1.17;102%;104%;-58.43;125.71;77.23;77.00;#DIV/0!;#N/A
Wed, 21-Jan-15;2,653;190;54;96;97;2,719;31;9;490;2,543;2,053;1.00;1.24;104%;106%;-2.86;122.86;77.36;77.00;#DIV/0!;#N/A
Thu, 22-Jan-15;2,854;218;49;85;97;2,703;37;12;504;2,557;2,053;1.00;1.25;112%;106%;82.00;121.43;77.50;77.00;#DIV/0!;#N/A
Fri, 23-Jan-15;2,158;196;29;60;24;2,174;43;17;561;2,613;2,052;1.00;1.27;83%;99%;130.29;124.29;77.64;77.00;#DIV/0!;#N/A
Sat, 24-Jan-15;3,397;249;46;61;0;3,261;25;21;508;2,561;2,053;1.00;1.25;133%;109%;-16.14;134.29;77.77;77.00;77.00;77.00
Sun, 25-Jan-15;2,901;248;70;79;0;2,601;15;20;784;2,837;2,053;1.00;1.38;102%;106%;157.57;142.86;77.54;77.00;#DIV/0!;#N/A
Mon, 26-Jan-15;2,533;198;53;48;24;1,706;24;12;586;2,639;2,053;1.00;1.29;96%;110%;164.14;147.14;77.31;77.00;#DIV/0!;#N/A
Tue, 27-Jan-15;2,715;237;44;88;89;2,660;22;11;330;2,383;2,053;1.00;1.16;114%;104%;112.14;147.14;77.00;77.00;#DIV/0!;#N/A
Wed, 28-Jan-15;3,138;275;66;72;108;2,518;27;18;521;2,574;2,053;1.00;1.25;122%;110%;154.00;145.71;77.00;77.00;#DIV/0!;#N/A
Thu, 29-Jan-15;3,010;254;68;71;92;2,234;23;18;549;2,602;2,053;1.00;1.27;116%;117%;218.86;158.57;77.00;77.00;#DIV/0!;#N/A
Fri, 30-Jan-15;2,973;271;66;84;8;1,817;27;18;528;2,593;2,065;1.00;1.26;115%;117%;234.71;167.14;77.00;77.00;#DIV/0!;#N/A
Sat, 31-Jan-15;2,894;195;64;58;16;1,870;30;24;634;2,661;2,027;1.00;1.31;109%;113%;354.00;168.57;77.00;78.00;78.00;78.00
